4	2	130745.942941	130747.592279
1	0	130748.093364	130749.091536
8	4	130749.260409	130750.598840
8	3	130753.625961	130755.552570
9	8	130758.108898	130759.238699
1	0	130762.592591	130765.091536
6	10	130765.391611	130766.304896
7	9	130769.608566	130770.934649
1	0	130774.107744	130774.591536
3	7	130774.790964	130776.159562
1	0	130779.107496	130783.091536
6	9	130783.290805	130784.094609
1	0	130787.607243	130788.091536
3	8	130788.257760	130789.292229
1	0	130792.590869	130793.091536
3	2	130793.356483	130794.752608
1	0	130797.606497	130799.591536
3	6	130799.873662	130801.159806
1	0	130804.106259	130804.591536
3	3	130804.805963	130806.559563
1	0	130809.105856	130810.591536
9	10	130810.772691	130811.985361
1	0	130815.105470	130816.091536
9	6	130816.272562	130818.073365
1	0	130820.604603	130821.591536
2	1	130821.737712	130823.061263
1	0	130826.104297	130826.591536
8	10	130826.820856	130827.792899
1	0	130831.104163	130832.091536
4	7	130832.204814	130833.310752
3	4	130836.604349	130837.802105
2	7	130841.103519	130842.607562
1	0	130845.620047	130848.091536
2	8	130848.369529	130849.544595
1	0	130852.602599	130854.091536
2	3	130854.252570	130855.462579
1	0	130858.602498	130859.091536
4	9	130859.335334	130860.984614
1	0	130863.635357	130872.091536
4	4	130872.351119	130873.359152
1	0	130876.601354	130877.591536
2	5	130877.784177	130879.446892
1	0	130882.100894	130883.591536
5	2	130883.851298	130885.950665
1	0	130888.100088	130888.591536
3	9	130888.817641	130889.716857
1	0	130893.099917	130894.091536
2	9	130894.249797	130895.667448
9	3	130898.599325	130899.669225
1	0	130903.099635	130904.091536
8	9	130904.432302	130906.984142
1	0	130908.598971	130909.091536
4	10	130909.365289	130910.572989
1	0	130913.614852	130914.591536
3	1	130914.931433	130916.108343
3	5	130919.098686	130920.215001
1	0	130923.614381	130924.591536
6	7	130924.864289	130926.565097
1	0	130929.097367	130929.591536
7	1	130929.963949	130931.148059
1	0	130934.097716	130935.591536
5	6	130935.946969	130937.224757
6	5	130940.096633	130942.101158
1	0	130944.596117	130946.591536
7	6	130946.879543	130949.154701
3	10	130951.095651	130952.699729
1	0	130955.628909	130960.591536
9	9	130960.844895	130961.998769
1	0	130965.094817	130969.091536
5	1	130969.311676	130970.734430
1	0	130973.610956	130976.091536
7	8	130976.294923	130977.846205
1	0	130980.593901	130982.091536
8	1	130982.327019	130983.661991
1	0	130986.593535	130992.091536
5	7	130992.209694	130993.007006
8	5	130996.593141	130999.160622
1	0	131001.092549	131001.591536
7	4	131001.875693	131003.737896
1	0	131006.109179	131008.591536
5	10	131008.858354	131009.510872
1	0	131013.108262	131013.591536
2	2	131013.774711	131014.487110
1	0	131018.092175	131021.591536
4	6	131021.907681	131023.240114
1	0	131026.091552	131026.591536
5	5	131026.907480	131027.788895
1	0	131031.107201	131032.591536
2	6	131032.673688	131034.053432
1	0	131037.107209	131042.591536
6	2	131043.006401	131044.253189
9	2	131047.106101	131048.232115
5	3	131051.622548	131052.596336
1	0	131056.106336	131060.091536
9	1	131060.389390	131061.516038
1	0	131064.604819	131067.591536
