6	4	10.015877	1.295709
1	0	14.514965	0.485035
4	5	15.132081	1.218537
6	3	19.515296	0.917266
1	0	24.031610	2.968390
8	9	27.197544	1.142525
1	0	31.513971	1.986029
6	8	33.647546	3.063118
1	0	38.013901	0.486099
3	9	38.613787	1.753087
1	0	43.013017	0.986983
2	8	44.147255	1.998832
1	0	48.512911	1.487089
7	7	50.113172	1.484137
1	0	54.512404	1.987596
6	9	56.662286	1.654486
3	7	61.012164	1.222595
3	8	65.512017	1.007909
5	2	70.011758	1.012815
1	0	74.511429	0.988571
3	10	75.744930	0.997412
1	0	80.011468	1.488532
2	2	81.810437	1.756926
1	0	86.010650	0.489350
4	3	86.560080	1.980934
1	0	91.010300	3.989700
7	9	95.160418	1.288115
1	0	99.509804	2.490196
7	5	102.175980	1.902186
1	0	106.508805	1.991195
4	7	108.592263	1.347504
1	0	113.008632	0.491368
9	5	113.691541	1.216025
1	0	118.041518	0.458482
2	6	118.824758	0.988596
6	6	123.007866	0.944029
4	6	127.507280	1.361295
1	0	132.040520	0.459480
7	10	132.673766	1.543243
1	0	137.006863	0.993137
4	1	138.207025	1.146947
1	0	142.506692	0.993308
7	4	143.623163	1.666852
1	0	148.022883	7.477117
9	7	155.689023	1.576537
4	10	160.022841	1.098761
1	0	164.505899	2.494101
5	9	167.188197	1.284499
1	0	171.505201	0.994799
8	6	172.687590	1.100897
3	5	177.004906	1.030286
1	0	181.504691	0.995309
5	1	182.703914	1.587665
1	0	187.003509	0.496491
2	3	187.753688	1.106662
1	0	192.053863	1.446137
9	6	193.786323	1.187786
1	0	198.036408	0.463592
6	7	198.619367	1.028558
1	0	203.002678	3.497322
7	8	206.702360	1.081170
1	0	211.018496	1.981504
9	9	213.235403	0.927610
1	0	217.518105	4.481895
2	5	222.201211	1.760330
1	0	226.501699	2.498301
5	6	229.134151	2.272816
1	0	233.517144	3.482856
8	10	237.183586	1.295014
4	9	241.500618	2.369277
7	3	246.049317	1.528199
1	0	250.515799	9.484201
8	8	260.132758	1.592868
1	0	264.515034	0.484966
3	3	265.082014	3.924022
1	0	269.515517	0.984483
2	9	270.731407	1.390080
1	0	275.014141	0.485859
2	4	275.731606	1.659750
1	0	280.047020	0.952980
2	1	281.230763	1.423673
1	0	285.514260	0.485740
9	4	286.113969	1.579799
2	7	290.513161	2.293853
1	0	295.013613	0.986387
9	1	296.129783	1.196824
1	0	300.512485	1.487515
3	6	302.145740	1.324260
1	0	306.512090	5.987910
9	10	312.645139	2.253850
1	0	317.011802	0.988198
2	10	318.261688	1.172169
6	5	322.511981	1.726068
1	0	327.011660	1.988340
3	2	329.178172	1.304945
1	0	333.510703	0.489297
