4	9	102766.474373	102770.467939
1	0	102770.976819	0.500000
6	1	102771.710744	102775.464033
5	10	102775.981060	102779.965817
1	0	102780.468474	3.000000
8	3	102783.670007	102787.466300
1	0	102787.974047	2.000000
4	6	102790.158177	102793.963921
1	0	102794.478979	0.500000
2	6	102795.178783	102798.964940
1	0	102799.465397	1.000000
3	3	102800.732993	102804.466307
1	0	102804.969542	1.500000
7	5	102806.587370	102810.468705
1	0	102810.974903	2.000000
6	5	102813.059744	102816.966283
2	4	102817.479181	102821.466343
2	5	102821.965978	102825.963892
5	5	102826.469502	102830.468751
1	0	102830.972430	1.000000
2	8	102832.140142	102833.008237
1	0	102836.476676	1.500000
2	7	102838.045049	102840.097439
1	0	102842.464892	0.500000
4	4	102843.099350	102843.534132
1	0	102847.469383	4.000000
7	8	102851.705502	102852.200699
1	0	102855.975627	2.500000
7	7	102858.693585	102862.469702
1	0	102862.980616	2.000000
6	9	102865.165361	102868.967179
1	0	102869.468415	0.500000
9	1	102870.136441	102873.964986
1	0	102874.473188	0.500000
3	6	102875.156058	102878.968327
4	2	102879.476980	102883.468253
5	9	102883.963496	102887.965563
1	0	102888.466332	0.500000
9	2	102889.166745	102892.968772
1	0	102893.470302	1.000000
4	1	102894.704310	102898.469955
1	0	102898.974863	1.000000
7	3	102900.158900	102903.967031
1	0	102904.478675	7.500000
8	7	102912.150719	102915.964382
4	10	102916.471163	102920.468547
1	0	102920.974554	2.500000
6	2	102923.660518	102927.466403
1	0	102927.979644	1.000000
7	4	102929.264773	102932.966348
2	1	102933.466839	102937.466788
1	0	102937.970381	1.000000
6	4	102939.088687	102942.970502
1	0	102943.474507	0.500000
3	9	102944.125221	102947.970594
1	0	102948.478457	1.500000
9	10	102950.163919	102953.964188
1	0	102954.467091	0.500000
4	3	102955.216838	102958.968360
1	0	102959.470570	3.500000
9	9	102963.173318	102966.968651
1	0	102967.476239	2.000000
7	10	102969.744917	102973.469898
1	0	102973.964953	4.500000
2	3	102978.701560	102982.467156
1	0	102982.971053	2.500000
5	2	102985.674000	102989.469142
1	0	102989.977206	3.500000
9	8	102993.712768	102997.464188
6	10	102997.966218	103001.968675
8	10	103002.470334	103006.467041
1	0	103006.973283	9.500000
7	1	103016.747310	103020.463992
1	0	103020.983493	0.500000
3	4	103021.633945	103025.468829
1	0	103025.971447	1.000000
2	10	103027.055360	103030.969425
1	0	103031.475711	0.500000
2	2	103032.158667	103035.969751
1	0	103036.479264	1.000000
2	9	103037.646310	103041.469176
1	0	103041.966405	0.500000
9	6	103042.699983	103046.465417
2	3	103046.969832	103050.963980
1	0	103051.473717	1.000000
9	3	103052.707540	103056.465098
1	0	103056.977839	1.500000
2	9	103058.612168	103062.466664
1	0	103062.966113	6.000000
7	9	103069.187553	103072.964672
1	0	103073.473443	1.000000
2	4	103074.574930	103078.463896
5	3	103078.977937	103082.965703
1	0	103083.480867	2.000000
2	1	103085.649233	103089.469645
1	0	103089.969111	0.500000
