5	8	136103.113350	136106.011091
1	0	136107.579669	136108.075043
5	2	136108.230325	136110.097708
4	8	136112.579370	136113.784563
1	0	136117.095717	136120.075043
9	6	136120.395481	136121.914298
1	0	136124.579530	136126.575043
4	5	136126.879353	136128.503290
1	0	136131.111498	136131.575043
3	6	136131.861520	136135.058487
1	0	136136.077907	136137.075043
2	7	136137.144433	136138.448408
1	0	136141.578313	136143.075043
8	2	136143.294170	136145.092048
1	0	136147.577127	136149.575043
6	2	136149.743959	136151.913860
2	9	136154.077076	136157.482567
2	6	136158.576795	136161.954024
4	4	136163.126196	136166.765769
1	0	136167.592549	136168.575043
2	3	136168.876697	136170.327616
1	0	136173.125549	136174.575043
2	8	136174.692044	136176.118133
1	0	136179.125380	136179.575043
5	5	136179.841641	136183.554978
1	0	136184.075699	136188.075043
7	5	136188.307729	136192.017208
1	0	136192.574934	136195.075043
8	8	136195.274900	136196.499957
1	0	136199.590418	136201.575043
5	9	136201.773577	136203.952171
1	0	136206.090892	136206.575043
8	10	136206.806662	136208.099895
1	0	136211.089680	136211.575043
2	4	136211.789626	136213.363861
6	7	136216.089270	136219.229573
5	10	136220.589954	136221.908534
1	0	136225.088729	136225.575043
8	3	136225.755201	136226.594515
1	0	136230.088925	136231.075043
6	5	136231.355607	136233.842405
1	0	136235.588793	136236.575043
8	6	136236.837830	136239.333329
1	0	136241.120898	136248.575043
7	8	136248.820644	136250.597342
6	9	136253.103744	136254.301664
1	0	136257.586350	136260.075043
6	6	136260.302865	136261.723086
1	0	136264.585824	136265.575043
7	1	136265.719069	136268.821333
3	10	136270.085851	136271.654526
1	0	136274.585204	136275.575043
6	10	136275.835033	136277.651158
1	0	136280.084769	136280.575043
2	10	136280.801356	136284.541189
1	0	136285.084504	136286.575043
7	7	136286.784307	136289.823049
1	0	136291.117364	136291.575043
5	4	136291.833995	136293.407771
1	0	136296.084768	136299.575043
9	5	136299.816854	136301.005160
1	0	136304.083536	136306.075043
9	9	136306.299732	136307.020976
1	0	136310.583007	136315.075043
2	2	136315.266709	136318.975257
1	0	136319.582355	136322.075043
5	7	136322.298616	136324.151840
1	0	136326.581601	136330.075043
8	4	136330.398120	136332.695680
6	8	136334.582094	136337.042961
8	5	136339.114009	136340.609888
1	0	136343.580576	136353.075043
9	4	136353.346569	136356.181927
1	0	136357.580554	136358.075043
3	1	136358.362927	136360.491705
1	0	136362.580267	136363.575043
2	5	136363.762880	136365.413704
1	0	136368.078972	136368.575043
3	9	136368.962543	136371.854398
1	0	136373.096224	136374.075043
3	3	136374.128792	136376.088987
1	0	136378.578184	136379.075043
8	1	136379.228715	136382.791379
3	4	136383.577787	136386.202970
1	0	136388.078023	136389.075043
9	1	136389.277494	136390.512779
1	0	136393.577295	136395.075043
3	7	136395.343780	136398.984450
1	0	136399.576856	136405.575043
7	6	136405.793023	136408.785473
1	0	136410.093091	136411.075043
2	1	136411.342668	136413.822788
5	3	136415.592646	136417.750498
1	0	136420.076094	136422.075043
2	4	136422.326224	136424.600005
1	0	136426.575997	136427.075043
