2	3	130335.804341	130337.038215
1	0	130338.087042	130341.083836
3	9	130341.271133	130342.573749
1	0	130345.603474	130346.083836
3	8	130346.287613	130347.241203
1	0	130350.586557	130352.083836
5	9	130352.253283	130353.734458
1	0	130356.603005	130358.083836
3	5	130358.285941	130359.968239
1	0	130362.586311	130366.083836
9	7	130366.285448	130368.832014
1	0	130370.601627	130371.083836
2	9	130371.352000	130373.668445
1	0	130375.618046	130376.583836
3	2	130377.001164	130378.443163
1	0	130381.100826	130382.083836
5	7	130382.217642	130384.010109
1	0	130386.584902	130392.583836
3	7	130392.783754	130394.531748
1	0	130397.100568	130398.583836
5	4	130398.817317	130400.860781
1	0	130403.099504	130403.583836
2	8	130403.849492	130406.174212
1	0	130408.083598	130409.083836
6	5	130409.332470	130411.218515
1	0	130413.632174	130415.583836
3	3	130415.815313	130417.900759
1	0	130420.098312	130420.583836
2	6	130420.682493	130422.693979
1	0	130425.098892	130425.583836
4	8	130425.781532	130427.984385
4	3	130430.098549	130431.352490
1	0	130434.597326	130436.583836
4	1	130436.797155	130438.536298
1	0	130441.097155	130441.583836
2	10	130441.830717	130443.721822
1	0	130446.097318	130446.583836
9	10	130446.846512	130448.415797
1	0	130451.096384	130451.583836
3	1	130451.796093	130453.174293
1	0	130456.095892	130456.583836
8	4	130456.846026	130459.291953
1	0	130461.096555	130462.083836
9	5	130462.295429	130463.727512
1	0	130466.595265	130472.083836
2	2	130472.161520	130473.854390
2	5	130476.594691	130478.057747
1	0	130481.094217	130485.083836
9	2	130485.344594	130486.690355
1	0	130489.610374	130491.083836
6	2	130491.443793	130493.695485
1	0	130495.609825	130497.083836
7	6	130497.326522	130498.071844
4	4	130501.642677	130503.157292
1	0	130506.092563	130507.083836
3	4	130507.342363	130508.385665
1	0	130511.642016	130513.583836
8	5	130513.826181	130516.489141
1	0	130518.092720	130526.083836
7	8	130526.291214	130528.336366
1	0	130530.590967	130531.583836
7	1	130531.824216	130533.623688
6	8	130536.091480	130536.910115
1	0	130540.591059	130546.583836
5	1	130546.839889	130548.583293
1	0	130551.090488	130551.583836
7	4	130551.873116	130554.170000
1	0	130556.089017	130557.583836
4	7	130557.789088	130559.133929
1	0	130562.088867	130562.583836
9	9	130562.805353	130565.319245
1	0	130567.089407	130567.583836
2	1	130567.805896	130569.497186
1	0	130572.088962	130573.083836
4	2	130573.488063	130575.318052
6	7	130577.637665	130579.109529
1	0	130582.087427	130583.583836
8	7	130583.837670	130585.122401
1	0	130588.087058	130589.083836
7	9	130589.370294	130592.116139
6	9	130593.619835	130595.064883
1	0	130598.087226	130598.583836
2	7	130598.619598	130600.292629
2	4	130603.102805	130604.680777
1	0	130607.619079	130611.083836
6	6	130611.452193	130613.080316
1	0	130615.635016	130619.083836
8	9	130619.352430	130621.535321
1	0	130623.618166	130626.583836
9	1	130626.801123	130627.841456
1	0	130631.084088	130631.583836
5	2	130631.984387	130634.988200
4	10	130636.083915	130637.194818
1	0	130640.600142	130642.083836
9	6	130642.450965	130644.328127
1	0	130646.583497	130648.083836
7	2	130648.500395	130650.632702
1	0	130652.599175	130653.083836
9	3	130653.483056	130655.348588
