5	8	129203.378492	129204.666411
1	0	129207.862166	129208.347573
6	6	129208.594512	129209.780788
6	1	129212.860894	129215.025647
1	0	129217.361526	129220.347573
8	4	129220.594650	129223.500863
1	0	129224.861136	129226.847573
4	7	129227.093402	129228.913361
1	0	129231.360693	129231.847573
3	5	129232.043442	129234.156480
1	0	129236.360040	129237.347573
2	6	129237.393418	129238.696246
1	0	129241.859529	129243.347573
8	2	129243.592357	129245.714486
1	0	129247.859594	129249.847573
4	4	129250.058564	129252.404077
2	4	129254.358944	129255.319604
3	10	129258.858648	129260.526886
5	2	129263.357385	129264.670733
1	0	129267.858087	129268.847573
2	10	129269.107254	129270.385784
1	0	129273.357747	129274.847573
3	4	129275.073322	129277.374829
1	0	129279.356499	129279.847573
5	1	129280.039751	129281.908091
1	0	129284.356097	129288.347573
8	5	129288.523131	129291.976676
1	0	129292.855514	129295.347573
8	3	129295.538628	129296.848869
1	0	129299.855199	129301.847573
5	5	129302.038268	129303.807728
1	0	129306.355666	129306.847573
9	6	129307.022003	129309.502042
1	0	129311.354150	129311.847573
2	2	129311.937538	129313.466519
4	2	129316.354830	129317.577938
5	7	129320.853606	129321.963014
1	0	129325.387509	129325.847573
8	1	129326.087520	129327.660131
1	0	129330.353910	129331.347573
4	8	129331.519613	129332.863978
1	0	129335.852563	129336.847573
7	6	129337.086291	129340.093927
1	0	129341.352583	129348.847573
7	7	129349.035179	129350.170064
6	9	129353.368005	129354.656827
1	0	129357.851333	129360.347573
4	9	129360.617716	129362.225857
1	0	129364.867424	129365.847573
8	8	129366.034147	129368.542040
3	8	129370.366946	129371.329405
1	0	129374.866760	129375.847573
6	8	129376.033910	129377.308447
1	0	129380.366592	129380.847573
2	7	129380.916642	129382.506001
1	0	129385.365855	129386.847573
7	4	129387.149328	129388.773029
1	0	129391.398743	129391.847573
5	3	129392.148725	129393.682664
1	0	129396.348602	129399.847573
8	10	129400.131700	129402.281566
1	0	129404.348444	129406.347573
9	7	129406.614595	129408.254544
1	0	129410.848614	129415.347573
2	1	129415.598193	129417.231525
1	0	129419.847532	129422.347573
5	9	129422.580074	129424.427714
1	0	129426.863685	129430.347573
8	9	129430.630501	129433.516589
6	4	129434.862817	129436.136259
9	3	129439.412468	129440.976769
1	0	129443.863009	129453.347573
7	8	129453.594617	129455.287872
1	0	129457.861612	129458.347573
3	7	129458.510916	129459.933357
1	0	129462.861106	129463.847573
3	9	129464.044500	129467.021158
1	0	129468.360366	129468.847573
2	9	129469.093652	129470.283475
1	0	129473.394360	129474.347573
2	8	129474.626678	129475.957783
1	0	129478.860414	129479.347573
7	3	129479.609910	129480.844414
2	3	129483.860088	129485.806825
1	0	129488.358980	129489.347573
9	5	129489.593073	129490.890696
1	0	129493.875219	129495.347573
3	6	129495.808420	129497.163596
1	0	129499.858990	129505.847573
8	7	129506.074264	129508.709011
1	0	129510.357338	129511.347573
3	3	129511.624388	129513.074077
6	7	129515.857190	129517.442799
1	0	129520.356948	129522.347573
2	5	129522.540084	129523.773170
1	0	129526.856467	129527.347573
